Word,version,correct,cee,Consistency,Frequency
move,17,100,0.002212608,EX,H
out,17,100,0.00088592,RC,H
page,17,100,0.001031289,RC,H
pear,17,100,0.001188775,EX,L
peel,17,100,0.00096814,RC,L
phase,17,100,0.001305807,EX,L
pint,17,0,11.85951,EX,L
pitch,17,100,0.001015267,RC,L
place,17,100,0.001192686,RC,H
plow,17,100,0.000970082,EX,L
pull,17,100,0.000995995,EX,H
pump,17,100,0.001129231,RC,L
put,17,100,0.001060618,EX,H
ripe,17,100,0.001002396,RC,L
rouse,17,100,0.003500668,EX,L
said,17,100,0.001342087,EX,H
sank,17,100,0.001077398,RC,L
says,17,100,0.001633853,EX,H
see,17,100,0.000870646,RC,H
sew,17,100,0.001099374,EX,L
shall,17,100,0.001232896,EX,H
shoe,17,100,0.001046344,EX,L
slam,17,100,0.001224398,RC,L
slip,17,100,0.001324942,RC,L
soon,17,100,0.001245718,RC,H
spook,17,100,0.001098937,EX,L
stop,17,100,0.001153629,RC,H
stunt,17,100,0.001354007,RC,L
swamp,17,100,0.001402255,EX,L
swarm,17,100,0.00130651,EX,L
swore,17,100,0.001145391,RC,L
tell,17,100,0.001140571,RC,H
touch,17,100,0.001131299,EX,L
trunk,17,100,0.001973486,RC,L
wad,17,100,0.001059815,EX,L
wake,17,100,0.001240203,RC,L
wand,17,100,0.001288033,EX,L
want,17,100,0.001190225,EX,H
wash,17,100,0.001536171,EX,L
watch,17,100,0.001145609,EX,H
wax,17,100,0.00135085,RC,L
week,17,100,0.000997177,RC,H
weld,17,100,0.001364247,RC,L
were,17,100,0.001332833,EX,H
what,17,100,0.001674444,EX,H
when,17,100,0.002121688,RC,H
which,17,100,0.001217088,RC,H
will,17,100,0.001193057,RC,H
wing,17,100,0.001424898,RC,L
wit,17,100,0.000955024,RC,L
with,17,100,0.001255233,RC,H
wool,17,100,0.005666832,EX,L
word,17,100,0.001100181,EX,H
work,17,100,0.00107897,EX,H
worm,17,100,0.001173402,EX,L
write,17,100,0.001044645,RC,H
are,18,100,0.000914799,EX,H
beam,18,100,0.001121012,RC,L
best,18,100,0.001092396,RC,H
big,18,100,0.001011705,RC,H
both,18,100,0.00126306,EX,H
bowl,18,100,0.001130482,EX,L
break,18,100,0.001549546,EX,H
broad,18,100,0.001437633,EX,L
broke,18,100,0.001156134,RC,L
bus,18,100,0.001036394,RC,L
bush,18,100,0.001164611,EX,L
came,18,100,0.001079343,RC,H
choose,18,100,0.001709226,EX,H
class,18,100,0.001122945,RC,H
come,18,100,0.001495735,EX,H
dark,18,100,0.001257027,RC,H
deaf,18,100,0.001074024,EX,L
deed,18,100,0.00105269,RC,L
did,18,100,0.001043057,RC,H
do,18,100,0.001041858,EX,H
does,18,100,0.001358132,EX,H
doll,18,100,0.001147689,EX,L
done,18,100,0.001076179,EX,H
dots,18,100,0.001652389,RC,L
fact,18,100,0.001150823,RC,H
fade,18,100,0.001024455,RC,L
float,18,100,0.001160126,RC,L
flood,18,100,0.001138594,EX,L
foot,18,100,0.001183834,EX,H
give,18,100,0.001457226,EX,H
got,18,100,0.001223974,RC,H
grape,18,100,0.001184612,RC,L
great,18,100,0.001620896,EX,H
gross,18,100,0.001378562,EX,L
group,18,100,0.001386024,RC,H
have,18,100,0.001164841,EX,H
him,18,100,0.001019178,RC,H
lose,18,100,0.001535731,EX,L
lunch,18,100,0.001139846,RC,L
main,18,100,0.001031504,RC,H
move,18,100,0.001208294,EX,H
out,18,100,0.001536155,RC,H
page,18,100,0.002082512,RC,H
pear,18,100,0.001363302,EX,L
peel,18,100,0.000960466,RC,L
phase,18,100,0.001177032,EX,L
pint,18,100,0.001161632,EX,L
pitch,18,100,0.001075208,RC,L
place,18,100,0.001152357,RC,H
plow,18,100,0.001578019,EX,L
pull,18,100,0.00100666,EX,H
pump,18,100,0.001125563,RC,L
put,18,100,0.001030527,EX,H
ripe,18,100,0.000981402,RC,L
rouse,18,100,0.002225633,EX,L
said,18,100,0.001039012,EX,H
sank,18,100,0.001119978,RC,L
says,18,100,0.001452433,EX,H
see,18,100,0.000892027,RC,H
sew,18,100,0.00344529,EX,L
shall,18,100,0.001123179,EX,H
shoe,18,100,0.001050684,EX,L
slam,18,100,0.001602253,RC,L
slip,18,100,0.001159324,RC,L
soon,18,100,0.001028683,RC,H
spook,18,100,0.001301563,EX,L
stop,18,100,0.001185666,RC,H
stunt,18,100,0.001377613,RC,L
swamp,18,100,0.001388644,EX,L
swarm,18,100,0.001341655,EX,L
swore,18,100,0.001243075,RC,L
tell,18,100,0.001037852,RC,H
touch,18,100,0.009044509,EX,L
trunk,18,100,0.001873339,RC,L
wad,18,100,0.001015499,EX,L
wake,18,100,0.001000534,RC,L
wand,18,100,0.001225615,EX,L
want,18,100,0.001216825,EX,H
wash,18,100,0.001856141,EX,L
watch,18,100,0.001161471,EX,H
wax,18,100,0.001287492,RC,L
week,18,100,0.001055088,RC,H
weld,18,100,0.001093716,RC,L
were,18,100,0.001083409,EX,H
what,18,100,0.001200568,EX,H
when,18,100,0.001291547,RC,H
which,18,100,0.001209579,RC,H
will,18,100,0.000982123,RC,H
wing,18,100,0.001065591,RC,L
wit,18,100,0.000933985,RC,L
with,18,100,0.001098889,RC,H
wool,18,100,0.001075808,EX,L
word,18,100,0.001828708,EX,H
work,18,100,0.001336865,EX,H
worm,18,100,0.003355956,EX,L
write,18,100,0.00095103,RC,H
are,19,100,0.000878493,EX,H
beam,19,100,0.001005515,RC,L
best,19,100,0.001360713,RC,H
big,19,100,0.001012931,RC,H
both,19,100,0.001148478,EX,H
bowl,19,100,0.001188996,EX,L
break,19,100,0.004673094,EX,H
broad,19,100,0.001204468,EX,L
broke,19,100,0.001259049,RC,L
bus,19,100,0.000977176,RC,L
bush,19,100,0.001341991,EX,L
came,19,100,0.001058993,RC,H
choose,19,100,0.002212193,EX,H
class,19,100,0.001341207,RC,H
come,19,100,0.001070761,EX,H
dark,19,100,0.001369576,RC,H
deaf,19,100,0.001577465,EX,L
deed,19,100,0.001026274,RC,L
did,19,100,0.001007762,RC,H
do,19,100,0.000927244,EX,H
does,19,100,0.001142792,EX,H
doll,19,100,0.001304261,EX,L
done,19,100,0.001109619,EX,H
dots,19,100,0.002735672,RC,L
fact,19,100,0.001323866,RC,H
fade,19,100,0.0011637,RC,L
float,19,100,0.001381291,RC,L
flood,19,100,0.01900085,EX,L
foot,19,100,0.001616428,EX,H
give,19,100,0.001307809,EX,H
got,19,100,0.001114598,RC,H
grape,19,100,0.001202095,RC,L
great,19,100,0.001217347,EX,H
gross,19,100,0.001243151,EX,L
group,19,100,0.001206893,RC,H
have,19,100,0.001567745,EX,H
him,19,100,0.00097156,RC,H
lose,19,100,0.00122771,EX,L
lunch,19,100,0.001152485,RC,L
main,19,100,0.001201316,RC,H
move,19,100,0.004030095,EX,H
out,19,100,0.001078316,RC,H
page,19,100,0.00108581,RC,H
pear,19,100,0.00111815,EX,L
peel,19,100,0.001039166,RC,L
phase,19,100,0.001253617,EX,L
pint,19,100,0.001529844,EX,L
pitch,19,100,0.000988171,RC,L
place,19,100,0.001387085,RC,H
plow,19,100,0.001079401,EX,L
pull,19,100,0.001087511,EX,H
pump,19,100,0.001168046,RC,L
put,19,100,0.001058351,EX,H
ripe,19,100,0.001073554,RC,L
rouse,19,100,0.001187304,EX,L
said,19,100,0.001813924,EX,H
sank,19,100,0.001189912,RC,L
says,19,100,0.001395936,EX,H
see,19,100,0.00090359,RC,H
sew,19,100,0.001147681,EX,L
shall,19,100,0.001204949,EX,H
shoe,19,100,0.001143873,EX,L
slam,19,100,0.001202626,RC,L
slip,19,100,0.001252161,RC,L
soon,19,100,0.001020423,RC,H
spook,19,100,0.002777516,EX,L
stop,19,100,0.001198371,RC,H
stunt,19,100,0.001298206,RC,L
swamp,19,100,0.00138282,EX,L
swarm,19,100,0.001474398,EX,L
swore,19,100,0.00119137,RC,L
tell,19,100,0.001057367,RC,H
touch,19,100,0.001064192,EX,L
trunk,19,100,0.003066357,RC,L
wad,19,100,0.001049017,EX,L
wake,19,100,0.001046246,RC,L
wand,19,100,0.00133717,EX,L
want,19,100,0.001276375,EX,H
wash,19,100,0.001584376,EX,L
watch,19,100,0.001218422,EX,H
wax,19,100,0.002279462,RC,L
week,19,100,0.001038495,RC,H
weld,19,100,0.00120991,RC,L
were,19,100,0.001030794,EX,H
what,19,100,0.001043902,EX,H
when,19,100,0.001134896,RC,H
which,19,100,0.001137247,RC,H
will,19,100,0.000950693,RC,H
wing,19,100,0.001274927,RC,L
wit,19,100,0.000947109,RC,L
with,19,100,0.000990983,RC,H
wool,19,100,0.001326449,EX,L
word,19,100,0.001133903,EX,H
work,19,100,0.001158844,EX,H
worm,19,100,0.001164337,EX,L
write,19,100,0.000970211,RC,H
are,20,100,0.001036307,EX,H
beam,20,100,0.001301806,RC,L
best,20,100,0.003838558,RC,H
big,20,100,0.001431958,RC,H
both,20,100,0.001398549,EX,H
bowl,20,100,0.002088819,EX,L
break,20,100,0.001801912,EX,H
broad,20,100,0.02190561,EX,L
broke,20,100,0.001324279,RC,L
bus,20,100,0.002453636,RC,L
bush,20,100,0.002425417,EX,L
came,20,100,0.001209999,RC,H
choose,20,100,0.002172972,EX,H
class,20,100,0.001506798,RC,H
come,20,100,0.001619687,EX,H
dark,20,100,0.001357093,RC,H
deaf,20,100,0.01649054,EX,L
deed,20,100,0.001140377,RC,L
did,20,100,0.001537645,RC,H
do,20,100,0.004386855,EX,H
does,20,100,0.002365553,EX,H
doll,20,100,0.007051826,EX,L
done,20,100,0.001505809,EX,H
dots,20,100,0.002046457,RC,L
fact,20,100,0.002131374,RC,H
fade,20,100,0.00136812,RC,L
float,20,100,0.001411131,RC,L
flood,20,100,0.006277481,EX,L
foot,20,100,0.001564118,EX,H
give,20,100,0.004393221,EX,H
got,20,100,0.001363393,RC,H
grape,20,100,0.001605739,RC,L
great,20,100,0.001621712,EX,H
gross,20,100,0.001516361,EX,L
group,20,100,0.002103558,RC,H
have,20,100,0.001315663,EX,H
him,20,100,0.001177399,RC,H
lose,20,100,0.001906483,EX,L
lunch,20,100,0.001558202,RC,L
main,20,100,0.001241987,RC,H
move,20,100,0.001808261,EX,H
out,20,100,0.002381265,RC,H
page,20,100,0.001500446,RC,H
pear,20,100,0.007695064,EX,L
peel,20,100,0.001360358,RC,L
phase,20,100,0.001608709,EX,L
pint,20,100,0.002668078,EX,L
pitch,20,100,0.002337396,RC,L
place,20,100,0.001747183,RC,H
plow,20,100,0.001346408,EX,L
pull,20,100,0.001884451,EX,H
pump,20,100,0.001480636,RC,L
put,20,100,0.001735328,EX,H
ripe,20,100,0.001281449,RC,L
rouse,20,100,0.004202688,EX,L
said,20,100,0.002846965,EX,H
sank,20,100,0.00172153,RC,L
says,20,100,0.002769137,EX,H
see,20,100,0.001502479,RC,H
sew,20,100,0.001215048,EX,L
shall,20,100,0.001577633,EX,H
shoe,20,100,0.003554045,EX,L
slam,20,100,0.00147227,RC,L
slip,20,100,0.001437578,RC,L
soon,20,100,0.001334129,RC,H
spook,20,100,0.001425133,EX,L
stop,20,100,0.001554506,RC,H
stunt,20,100,0.001840581,RC,L
swamp,20,100,0.004515197,EX,L
swarm,20,100,0.001766092,EX,L
swore,20,100,0.002930606,RC,L
tell,20,100,0.001711858,RC,H
touch,20,100,2.889893,EX,L
trunk,20,100,0.00192738,RC,L
wad,20,100,0.002351154,EX,L
wake,20,100,0.002682716,RC,L
wand,20,100,0.001667243,EX,L
want,20,100,0.002105772,EX,H
wash,20,100,0.003517046,EX,L
watch,20,100,0.001425813,EX,H
wax,20,100,0.003115814,RC,L
week,20,100,0.001371823,RC,H
weld,20,100,0.001583558,RC,L
were,20,100,0.001381788,EX,H
what,20,100,0.001617015,EX,H
when,20,100,0.001157746,RC,H
which,20,100,0.002598633,RC,H
will,20,100,0.001356395,RC,H
wing,20,100,0.004985892,RC,L
wit,20,100,0.001197146,RC,L
with,20,100,0.001484523,RC,H
wool,20,100,0.001799146,EX,L
word,20,100,0.003065444,EX,H
work,20,100,0.001662349,EX,H
worm,20,100,0.001537755,EX,L
write,20,100,0.001179568,RC,H
