item	word	wl	OrthN	phonetic
2086	sheaf	5	9	SEf
2087	shear	5	12	SEr
2088	sheath	6	7	SET
2089	shed	4	10	Sed
2090	sheen	5	10	SEn
2091	sheep	5	14	SEp
2092	sheer	5	14	SEr
2093	sheet	5	13	SEt
2094	sheik	5	7	SEk
2095	shelf	5	9	Self
2096	shell	5	13	Sel
2097	shield	6	7	SEld
2098	shift	5	10	Sift
2099	shill	5	13	Sil
2100	shim	4	14	Sim
2101	shin	4	15	Sin
2102	shine	5	12	SIn
2103	ship	4	16	Sip
2104	ships	5	7	Sips
2105	shirt	5	10	Surt
2106	shit	4	17	Sit
2107	shoal	5	7	SOl
2108	shock	5	12	Sak
2109	shod	4	12	Sad
2110	shoe	4	12	SU
2111	shone	5	13	SOn
2112	shook	5	10	Suk
2113	shoot	5	11	SUt
2114	shop	4	16	Sap
2115	shore	5	16	SOr
2116	short	5	13	SOrt
2117	shot	4	17	Sat
2118	should	6	7	Sud
2119	shout	5	13	SWt
2120	shove	5	11	S^v
2121	show	4	15	SO
2122	shown	5	7	SOn
2123	shrank	6	8	Sr@Nk
2124	shred	5	7	Sred
2125	shrewd	6	7	SrUd
2126	shriek	6	8	SrEk
2127	shrill	6	8	Sril
2128	shrimp	6	7	Srimp
2129	shrine	6	8	SrIn
2130	shrink	6	10	SriNk
2131	shroud	6	7	SrWd
2132	shrub	5	9	Sr^b
2133	shrug	5	8	Sr^g
2134	shuck	5	12	S^k
2135	shun	4	10	S^n
2136	shunt	5	8	S^nt
2137	shush	5	7	S^S
2138	shut	4	10	S^t
2139	shy	3	16	SI
2140	sick	4	20	sik
2141	side	4	16	sId
2142	siege	5	8	sEj
2143	sieve	5	8	siv
2144	sift	4	12	sift
2145	sigh	4	10	sI
2146	sight	5	14	sIt
2147	sign	4	8	sIn
2148	silk	4	13	silk
2149	sill	4	20	sil
2150	silt	4	18	silt
2151	sin	3	23	sin
2152	since	5	8	sins
2153	sine	4	21	sIn
2154	sing	4	17	siN
2155	sink	4	19	siNk
2156	sioux	5	7	sU
2157	sip	3	22	sip
2158	sir	3	13	sur
2159	sit	3	22	sit
2160	site	4	15	sIt
2161	six	3	17	siks
2162	sixth	5	7	siksT
2163	size	4	10	sIz
2164	skate	5	10	skAt
2165	skeet	5	10	skEt
2166	sketch	6	7	skeC
2167	ski	3	8	skE
2168	skid	4	12	skid
2169	skiff	5	9	skif
2170	skill	5	11	skil
2171	skin	4	12	skin
2172	skip	4	13	skip
2173	skirt	5	8	skurt
2174	skit	4	14	skit
2175	skulk	5	9	sk^lk
2176	skull	5	9	sk^l
2177	skunk	5	9	sk^Nk
2178	sky	3	14	skI
2179	slab	4	13	sl@b
2180	slack	5	14	sl@k
2181	slain	5	9	slAn
2182	slam	4	17	sl@m
2183	slang	5	11	sl@N
2184	slant	5	10	sl@nt
2185	slap	4	18	sl@p
2186	slash	5	10	sl@S
2187	slat	4	17	sl@t
2188	slate	5	12	slAt
2189	slave	5	11	slAv
2190	slay	4	16	slA
2191	sleek	5	9	slEk
2192	sleep	5	13	slEp
2193	sleet	5	14	slEt
2194	sleeve	6	7	slEv
2195	sleight	7	7	slIt
2196	slept	5	9	slept
2197	slice	5	11	slIs
2198	slick	5	12	slik
2199	slid	4	13	slid
2200	slide	5	10	slId
2201	slight	6	10	slIt
2202	slim	4	14	slim
2203	slime	5	9	slIm
2204	sling	5	13	sliN
2205	slip	4	17	slip
2206	slit	4	16	slit
2207	slob	4	14	slab
2208	sloe	4	13	slO
2209	sloop	5	11	slUp
2210	slop	4	17	slap
2211	slope	5	8	slOp
2212	slot	4	19	slat
2213	slouch	6	8	slWC
2214	slough	6	9	sl^f
2215	slow	4	19	slO
2216	sludge	6	7	sl^j
2217	slug	4	11	sl^g
2218	sluice	6	7	slUs
2219	slum	4	13	sl^m
2220	slump	5	10	sl^mp
2221	slung	5	13	sl^N
2222	sly	3	13	slI
2223	smack	5	12	sm@k
2224	small	5	10	smol
2225	smart	5	8	smart
2226	smash	5	8	sm@S
2227	smear	5	10	smEr
2228	smell	5	12	smel
2229	smelt	5	8	smelt
2230	smile	5	7	smIl
2231	smirk	5	7	smurk
2232	smock	5	10	smak
2233	smog	4	8	smog
2234	smoke	5	8	smOk
2235	smooth	6	7	smUD
2236	smug	4	10	sm^g
2237	snack	5	13	sn@k
2238	snag	4	11	sn@g
2239	snail	5	7	snAl
2240	snake	5	10	snAk
2241	snap	4	12	sn@p
2242	snare	5	12	snAr
2243	snatch	6	8	sn@C
2244	sneak	5	9	snEk
2245	sneer	5	9	snEr
2246	sniff	5	10	snif
2247	snip	4	11	snip
2248	snob	4	11	snab
2249	snoop	5	12	snUp
2250	snoot	5	11	snUt
2251	snort	5	11	snOrt
2252	snout	5	13	snWt
2253	snow	4	12	snO
2254	snub	4	10	sn^b
2255	snuck	5	10	sn^k
2256	snuff	5	10	sn^f
2257	snug	4	11	sn^g
2258	soak	4	9	sOk
2259	soap	4	12	sOp
2260	sob	3	21	sab
2261	sock	4	17	sak
2262	sod	3	18	sad
2263	soft	4	11	soft
2264	soils	5	7	sYlz
2265	sold	4	15	sOld
2266	sole	4	17	sOl
2267	solve	5	8	salv
2268	some	4	15	s^m
2269	son	3	19	s^n
2270	song	4	14	soN
2271	soon	4	14	sUn
2272	soot	4	20	sut
2273	sooth	5	10	sUT
2274	soothe	6	7	sUD
2275	sop	3	22	sap
2276	sore	4	21	sOr
2277	sort	4	12	sOrt
2278	sought	6	9	sot
2279	soul	4	10	sOl
2280	sound	5	12	sWnd
2281	soup	4	11	sUp
2282	sour	4	16	sWr
2283	source	6	7	sOrs
2284	souse	5	11	sWs
2285	south	5	10	sWT
2286	sown	4	12	sOn
2287	sox	3	19	saks
2288	soy	3	21	sY
2289	spa	3	9	spa
2290	space	5	11	spAs
2291	spade	5	11	spAd
2292	span	4	12	sp@n
2293	spank	5	11	sp@Nk
2294	spare	5	16	spAr
2295	spark	5	11	spark
2296	sparse	6	7	spars
2297	spat	4	13	sp@t
2298	spate	5	14	spAt
2299	speak	5	11	spEk
2300	spear	5	11	spEr
2301	speck	5	8	spek
2302	sped	4	9	sped
2303	speech	6	7	spEC
2304	speed	5	9	spEd
2305	spell	5	11	spel
2306	spend	5	9	spend
2307	spent	5	9	spent
2308	sphere	6	7	sfEr
2309	sphinx	6	7	sfiNks
2310	spice	5	13	spIs
2311	spike	5	12	spIk
2312	spill	5	12	spil
2313	spilt	5	9	spilt
2314	spin	4	13	spin
2315	spine	5	13	spIn
2316	spire	5	12	spIr
2317	spit	4	14	spit
2318	spite	5	13	spIt
2319	splash	6	7	spl@S
2320	splat	5	8	spl@t
2321	spleen	6	7	splEn
2322	splice	6	7	splIs
2323	splint	6	8	splint
2324	split	5	8	split
2325	splurge	7	7	splurj
2326	spoil	5	8	spYl
2327	spoke	5	9	spOk
2328	sponge	6	7	sp^nj
2329	spoof	5	10	spUf
2330	spook	5	11	spUk
2331	spool	5	12	spUl
2332	spoon	5	11	spUn
2333	sport	5	11	spOrt
2334	spot	4	12	spat
2335	spouse	6	7	spWs
2336	spout	5	12	spWt
2337	sprain	6	8	sprAn
2338	sprang	6	9	spr@N
2339	sprawl	6	7	sprol
2340	spray	5	8	sprA
2341	spread	6	7	spred
2342	spree	5	7	sprE
2343	sprig	5	7	sprig
2344	spring	6	11	spriN
2345	sprint	6	9	sprint
2346	sprite	6	7	sprIt
2347	sprout	6	7	sprWt
2348	spruce	6	7	sprUs
2349	sprung	6	10	spr^N
2350	spun	4	11	sp^n
2351	spur	4	9	spur
2352	spurt	5	8	spurt
2353	spy	3	13	spI
2354	squad	5	9	skwad
2355	squall	6	7	skwol
2356	square	6	8	skwAr
2357	squash	6	7	skwoS
2358	squat	5	9	skwat
2359	squaw	5	9	skwo
2360	squawk	6	7	skwok
2361	squeak	6	8	skwEk
2362	squeal	6	8	skwEl
2363	squeeze	7	7	skwEz
2364	squint	6	8	skwint
2365	squire	6	10	skwIr
2366	squirm	6	9	skwurm
2367	squirt	6	10	skwurt
2368	stab	4	15	st@b
2369	stack	5	19	st@k
2370	staff	5	11	st@f
2371	stag	4	14	st@g
2372	stage	5	14	stAj
2373	staid	5	12	stAd
2374	stain	5	13	stAn
2375	stair	5	11	stAr
2376	stake	5	16	stAk
2377	stale	5	19	stAl
2378	stalk	5	14	stok
2379	stall	5	14	stol
2380	stamp	5	11	st@mp
2381	stance	6	8	st@ns
2382	stanch	6	10	st@nC
2383	stand	5	10	st@nd
2384	stank	5	17	st@Nk
2385	star	4	15	star
2386	starch	6	9	starC
2387	stare	5	19	stAr
2388	stark	5	15	stark
2389	start	5	10	start
2390	starve	6	7	starv
2391	state	5	15	stAt
2392	staunch	7	7	stonC
2393	stave	5	16	stAv
2394	stay	4	13	stA
2395	stead	5	11	sted
2396	steak	5	12	stAk
2397	steal	5	11	stEl
2398	stealth	7	7	stelT
2399	steam	5	10	stEm
2400	steed	5	12	stEd
2401	steel	5	11	stEl
2402	steep	5	13	stEp
2403	steer	5	12	stEr
2404	stein	5	9	stIn
2405	stem	4	10	stem
2406	stench	6	8	stenC
2407	step	4	11	step
2408	stern	5	8	sturn
2409	stew	4	10	stU
2410	stick	5	12	stik
2411	stiff	5	11	stif
2412	still	5	12	stil
2413	stilt	5	10	stilt
2414	sting	5	12	stiN
2415	stink	5	12	stiNk
2416	stint	5	12	stint
2417	stir	4	10	stur
2418	stitch	6	8	stiC
2419	stock	5	13	stak
2420	stole	5	12	stOl
2421	stone	5	12	stOn
2422	stood	5	9	stud
2423	stool	5	10	stUl
2424	stoop	5	13	stUp
2425	stop	4	13	stap
2426	store	5	16	stOr
2427	stork	5	11	stOrk
2428	storm	5	9	stOrm
2429	stout	5	12	stWt
2430	stove	5	12	stOv
2431	stow	4	12	stO
2432	strafe	6	8	strAf
2433	straight	8	8	strAt
2434	strain	6	10	strAn
2435	strait	6	9	strAt
2436	strand	6	8	str@nd
2437	strange	7	8	strAnj
2438	strap	5	12	str@p
2439	straw	5	10	stro
2440	stray	5	11	strA
2441	streak	6	9	strEk
2442	stream	6	10	strEm
2443	street	6	8	strEt
2444	strength	8	8	streNT
2445	stress	6	8	stres
2446	stretch	7	8	streC
2447	strewn	6	8	strUn
2448	strict	6	8	strikt
2449	stride	6	13	strId
2450	strife	6	13	strIf
2451	strike	6	13	strIk
2452	string	6	11	striN
2453	strip	5	9	strip
2454	stripe	6	12	strIp
2455	strive	6	13	strIv
2456	strobe	6	11	strOb
2457	strode	6	12	strOd
2458	stroke	6	12	strOk
2459	stroll	6	9	strOl
2460	strong	6	10	stroN
2461	strove	6	12	strOv
2462	struck	6	8	str^k
2463	strung	6	11	str^N
2464	strut	5	9	str^t
2465	stub	4	11	st^b
2466	stuck	5	14	st^k
2467	stud	4	9	st^d
2468	stuff	5	12	st^f
2469	stump	5	10	st^mp
2470	stung	5	13	st^N
2471	stunk	5	14	st^Nk
2472	stunt	5	12	st^nt
2473	style	5	10	stIl
2474	suave	5	11	swav
2475	sub	3	19	s^b
2476	such	4	11	s^C
2477	suck	4	22	s^k
2478	suds	4	8	s^dz
2479	sue	3	19	sU
2480	suede	5	8	swAd
2481	suit	4	13	sUt
2482	suite	5	10	swEt
2483	sulk	4	13	s^lk
2484	sum	3	17	s^m
2485	sun	3	21	s^n
2486	sung	4	16	s^N
2487	sunk	4	20	s^Nk
2488	sup	3	18	s^p
2489	sure	4	13	Sur
2490	surf	4	11	surf
2491	surge	5	10	surj
2492	svelte	6	8	svelt
2493	swam	4	17	sw@m
2494	swamp	5	9	swamp
2495	swan	4	14	swan
2496	swank	5	11	sw@Nk
2497	swap	4	15	swap
2498	swarm	5	8	swOrm
2499	swat	4	15	swat
2500	swatch	6	10	swaC
2501	swath	5	8	swaT
2502	sway	4	15	swA
2503	swear	5	12	swAr
2504	sweat	5	11	swet
2505	sweep	5	12	swEp
2506	sweet	5	15	swEt
2507	swell	5	12	swel
2508	swept	5	11	swept
2509	swerve	6	8	swurv
2510	swift	5	9	swift
2511	swig	4	9	swig
2512	swim	4	13	swim
2513	swine	5	13	swIn
2514	swing	5	12	swiN
2515	swipe	5	9	swIp
2516	swirl	5	8	swurl
2517	switch	6	11	swiC
2518	swoon	5	11	swUn
2519	swoop	5	13	swUp
2520	sword	5	10	sOrd
2521	swore	5	13	swOr
2522	sworn	5	12	swOrn
2523	swum	4	13	sw^m
2524	swung	5	11	sw^N
2525	tab	3	18	t@b
2526	tack	4	21	t@k
2527	tact	4	13	t@kt
2528	tag	3	23	t@g
2529	tail	4	21	tAl
2530	taint	5	12	tAnt
2531	take	4	19	tAk
2532	tale	4	23	tAl
2533	talk	4	15	tok
2534	tall	4	22	tol
2535	tame	4	22	tAm
2536	tamp	4	14	t@mp
2537	tan	3	24	t@n
2538	tang	4	19	t@N
2539	tank	4	18	t@Nk
2540	tape	4	18	tAp
2541	taps	4	10	t@ps
2542	tar	3	21	tar
2543	tart	4	16	tart
2544	task	4	15	t@sk
2545	taste	5	13	tAst
2546	taught	6	10	tot
2547	taunt	5	12	tont
2548	taut	4	11	tot
2549	tax	3	16	t@ks
2550	tea	3	13	tE
2551	teach	5	12	tEC
2552	teak	4	13	tEk
2553	team	4	12	tEm
2554	tease	5	12	tEz
2555	tech	4	8	tek
2556	tee	3	20	tE
2557	teen	4	12	tEn
2558	teens	5	8	tEnz
2559	teeth	5	9	tET
2560	tell	4	20	tel
2561	tempt	5	8	tempt
2562	ten	3	21	ten
2563	tend	4	16	tend
2564	tense	5	12	tens
2565	tent	4	21	tent
2566	tenth	5	9	tenT
2567	terms	5	9	turms
2568	terse	5	11	turs
2569	test	4	19	test
2570	text	4	11	tekst
2571	than	4	12	D@n
2572	thank	5	10	T@Nk
2573	that	4	12	D@t
2574	thaw	4	11	To
2575	the	3	15	D^
2576	thee	4	12	DE
2577	theft	5	8	Teft
2578	their	5	8	DAr
2579	them	4	11	Dem
2580	theme	5	10	TEm
2581	then	4	15	Den
2582	thence	6	9	Dens
2583	there	5	11	DAr
2584	these	5	11	DEz
2585	they	4	11	DA
2586	thick	5	11	Tik
2587	thief	5	9	TEf
2588	thigh	5	8	TI
2589	thin	4	14	Tin
2590	thine	5	13	DIn
2591	thing	5	11	TiN
2592	think	5	12	TiNk
2593	third	5	8	Turd
2594	thirst	6	8	Turst
2595	this	4	10	Dis
2596	thong	5	9	ToN
2597	thorn	5	8	TOrn
2598	those	5	11	DOz
2599	thou	4	9	DW
2600	though	6	9	DO
2601	thought	7	8	Tot
2602	thrash	6	9	Tr@S
2603	thread	6	9	Tred
2604	threat	6	10	Tret
2605	three	5	10	TrE
2606	threw	5	11	TrU
2607	thrice	6	9	TrIs
2608	thrift	6	8	Trift
2609	thrill	6	9	Tril
2610	thrive	6	9	TrIv
2611	throat	6	9	TrOt
2612	throes	6	8	TrOz
2613	throne	6	9	TrOn
2614	throng	6	9	TroN
2615	through	7	8	TrU
2616	throw	5	9	TrO
2617	thrown	6	8	TrOn
2618	thru	4	9	TrU
2619	thrush	6	10	Tr^S
2620	thrust	6	9	Tr^st
2621	thud	4	11	T^d
2622	thug	4	11	T^g
2623	thumb	5	10	T^m
2624	thump	5	12	T^mp
2625	thus	4	13	D^s
2626	thwack	6	8	Tw@k
2627	thwart	6	8	TwOrt
2628	thy	3	13	DI
2629	tick	4	18	tik
2630	tide	4	17	tId
2631	tie	3	17	tI
2632	tied	4	11	tId
2633	tier	4	10	tEr
2634	tight	5	15	tIt
2635	tile	4	20	tIl
2636	till	4	23	til
2637	tilt	4	18	tilt
2638	time	4	18	tIm
2639	times	5	8	tImz
2640	tin	3	21	tin
2641	tint	4	15	tint
2642	tip	3	19	tip
2643	tire	4	16	tIr
2644	toad	4	12	tOd
2645	toast	5	11	tOst
2646	toe	3	23	tO
2647	toes	4	11	tOz
2648	tog	3	23	tog
2649	toil	4	14	tYl
2650	told	4	17	tOld
2651	toll	4	18	tOl
2652	tomb	4	12	tUm
2653	tome	4	20	tOm
2654	ton	3	24	t^n
2655	tone	4	21	tOn
2656	tong	4	14	toN
2657	tongue	6	8	t^N
2658	too	3	20	tU
2659	took	4	16	tuk
2660	tool	4	16	tUl
2661	toot	4	19	tUt
2662	tooth	5	10	tUT
2663	top	3	23	tap
2664	torch	5	10	tOrC
2665	tore	4	23	tOr
2666	torn	4	17	tOrn
2667	torque	6	8	tOrk
2668	toss	4	12	tos
2669	tot	3	24	tat
2670	tote	4	13	tOt
2671	touch	5	13	t^C
2672	tough	5	13	t^f
2673	tour	4	15	tUr
2674	tout	4	15	tWt
2675	tow	3	24	tO
2676	town	4	12	tWn
2677	toy	3	21	tY
2678	trace	5	14	trAs
2679	track	5	14	tr@k
2680	tract	5	11	tr@kt
2681	trade	5	10	trAd
2682	trail	5	12	trAl
2683	train	5	14	trAn
2684	trait	5	11	trAt
2685	tramp	5	10	tr@mp
2686	trance	6	8	tr@ns
2687	trap	4	12	tr@p
2688	trash	5	10	tr@S
2689	tray	4	12	trA
2690	tread	5	12	tred
2691	treat	5	10	trEt
2692	tree	4	12	trE
2693	trench	6	9	trenC
2694	trend	5	9	trend
2695	trial	5	9	trIl
2696	tribe	5	11	trIb
2697	trick	5	13	trik
2698	tried	5	11	trId
2699	trig	4	11	trig
2700	trill	5	13	tril
2701	trim	4	13	trim
2702	trip	4	13	trip
2703	tripe	5	11	trIp
2704	trite	5	11	trIt
2705	troll	5	9	trOl
2706	troop	5	10	trUp
2707	trot	4	9	trat
2708	trough	6	9	trof
2709	troup	5	11	trUp
2710	troupe	6	8	trUp
2711	trout	5	10	trWt
2712	truce	5	10	trUs
2713	truck	5	12	tr^k
2714	TRUE	4	10	trU
2715	trump	5	11	tr^mp
2716	trunk	5	10	tr^Nk
2717	trust	5	10	tr^st
2718	truth	5	8	trUT
2719	try	3	15	trI
2720	tryst	5	9	trist
2721	tsar	4	8	zar
2722	tub	3	16	t^b
2723	tube	4	10	tUb
2724	tuck	4	19	t^k
2725	tug	3	18	t^g
2726	tune	4	12	tUn
2727	turf	4	10	turf
2728	turn	4	11	turn
2729	tusk	4	11	t^sk
2730	twain	5	9	twAn
2731	tweed	5	9	twEd
2732	tweet	5	10	twEt
2733	twelfth	7	8	twelfT
2734	twelve	6	8	twelv
2735	twice	5	9	twIs
2736	twin	4	9	twin
2737	twine	5	11	twIn
2738	twinge	6	8	twinj
2739	twist	5	8	twist
2740	twitch	6	9	twiC
2741	two	3	9	tU
2742	tyme	4	12	tIm
2743	type	4	10	tIp
2744	ump	3	8	^mp
2745	urge	4	8	urj
2746	urn	3	8	urn
2747	use	3	8	yUs
2748	vail	4	21	vAl
2749	vain	4	15	vAn
2750	vale	4	19	vAl
2751	valve	5	11	v@lv
2752	vamp	4	13	v@mp
2753	van	3	16	v@n
2754	vase	4	14	vAs
2755	vast	4	16	v@st
2756	vault	5	9	volt
2757	veal	4	16	vEl
2758	veer	4	13	vEr
2759	veil	4	11	vAl
2760	vein	4	11	vAn
2761	veldt	5	8	velt
2762	vend	4	16	vend
2763	vent	4	19	vent
2764	verb	4	9	vurb
2765	verge	5	12	vurj
2766	verse	5	11	vurs
2767	verve	5	12	vurv
2768	vest	4	19	vest
2769	vet	3	19	vet
2770	vex	3	11	veks
2771	vice	4	16	vIs
2772	vie	3	13	vI
2773	view	4	8	vyU
2774	vile	4	18	vIl
2775	vine	4	19	vIn
2776	vise	4	14	vIs
2777	voice	5	8	vYs
2778	void	4	8	vYd
2779	volt	4	11	vOlt
2780	vote	4	10	vOt
2781	vouch	5	11	vWC
2782	vow	3	16	vW
2783	vue	3	14	vyU
2784	wad	3	24	wad
2785	wade	4	18	wAd
2786	wag	3	23	w@g
2787	wage	4	18	wAj
2788	wail	4	21	wAl
2789	waist	5	9	wAst
2790	wait	4	16	wAt
2791	waive	5	8	wAv
2792	wake	4	22	wAk
2793	walk	4	11	wok
2794	wall	4	20	wol
2795	waltz	5	8	wolts
2796	wan	3	24	wan
2797	wand	4	15	wand
2798	wane	4	23	wAn
2799	want	4	18	want
2800	war	3	24	wOr
2801	ward	4	21	wOrd
2802	ware	4	29	wAr
2803	warm	4	16	wOrm
2804	warmth	6	8	wOrmT
2805	warn	4	18	wOrn
2806	warp	4	15	wOrp
2807	wart	4	22	wOrt
2808	was	3	22	w^z
2809	wash	4	19	woS
2810	wasp	4	14	wasp
2811	waste	5	13	wAst
2812	watch	5	15	waC
2813	watt	4	11	wat
2814	wave	4	21	wAv
2815	wax	3	18	w@ks
2816	way	3	28	wA
2817	ways	4	13	wAz
2818	weak	4	15	wEk
2819	wealth	6	9	welT
2820	wean	4	15	wEn
2821	wear	4	21	wAr
2822	weave	5	10	wEv
2823	web	3	11	web
2824	wed	3	16	wed
2825	wedge	5	10	wej
2826	wee	3	19	wE
2827	weed	4	17	wEd
2828	week	4	17	wEk
2829	weep	4	16	wEp
2830	weigh	5	8	wA
2831	weight	6	9	wAt
2832	weird	5	8	wErd
2833	welch	5	9	welC
2834	weld	4	14	weld
2835	well	4	21	wel
2836	welt	4	18	welt
2837	went	4	22	went
2838	wept	4	12	wept
2839	were	4	13	wur
2840	west	4	20	west
2841	wet	3	22	wet
2842	whack	5	10	w@k
2843	wharf	5	8	wOrf
2844	what	4	11	w^t
2845	wheat	5	9	wEt
2846	wheel	5	8	wEl
2847	whelp	5	8	welp
2848	when	4	10	wen
2849	whence	6	9	wens
2850	where	5	10	wAr
2851	which	5	8	wiC
2852	whiff	5	8	wif
2853	whig	4	13	wig
2854	while	5	11	wIl
2855	whim	4	15	wim
2856	whine	5	12	wIn
2857	whip	4	15	wip
2858	whir	4	13	wur
2859	whirl	5	9	wurl
2860	whit	4	17	wit
2861	white	5	11	wIt
2862	whiz	4	13	wiz
2863	who	3	15	hU
2864	whole	5	11	hOl
2865	whom	4	9	hUm
2866	whoop	5	8	wUp
2867	whoosh	6	8	wUS
2868	whore	5	14	hOr
2869	whorl	5	10	wOrl
2870	whose	5	12	hUz
2871	why	3	15	wI
2872	wick	4	17	wik
2873	wide	4	20	wId
2874	width	5	8	widT
2875	wield	5	10	wEld
2876	wife	4	15	wIf
2877	wig	3	19	wig
2878	wild	4	12	wIld
2879	will	4	22	wil
2880	wilt	4	18	wilt
2881	win	3	22	win
2882	wine	4	24	wIn
2883	wing	4	15	wiN
2884	wink	4	17	wiNk
2885	wipe	4	15	wIp
2886	wire	4	20	wIr
2887	wise	4	17	wIz
2888	wish	4	14	wiS
2889	wisp	4	11	wisp
2890	wit	3	22	wit
2891	witch	5	13	wiC
2892	with	4	10	wiT
2893	woe	3	17	wO
2894	woke	4	15	wOk
2895	wolf	4	9	wulf
2896	womb	4	11	wUm
2897	won	3	18	w^n
2898	wont	4	11	wOnt
2899	woo	3	16	wU
2900	wood	4	15	wud
2901	wool	4	13	wul
2902	word	4	21	wurd
2903	wore	4	28	wOr
2904	work	4	18	wurk
2905	world	5	9	wurld
2906	worm	4	17	wurm
2907	worn	4	20	wOrn
2908	worse	5	10	wurs
2909	worst	5	9	wurst
2910	worth	5	10	wurT
2911	would	5	11	wud
2912	wove	4	15	wOv
2913	wow	3	19	wW
2914	wrack	5	12	r@k
2915	wrap	4	10	r@p
2916	wrath	5	8	r@T
2917	wreak	5	12	rEk
2918	wreath	6	9	rET
2919	wreck	5	10	rek
2920	wren	4	9	ren
2921	wrest	5	10	rest
2922	wretch	6	8	reC
2923	wring	5	10	riN
2924	wrist	5	11	rist
2925	writ	4	11	rit
2926	write	5	11	rIt
2927	writhe	6	8	rID
2928	wrong	5	9	roN
2929	wrote	5	9	rOt
2930	wrought	7	10	rot
2931	wry	3	15	rI
2932	yacht	5	8	yat
2933	yak	3	11	y@k
2934	yam	3	15	y@m
2935	yang	4	18	y@N
2936	yank	4	15	y@Nk
2937	yard	4	14	yard
2938	yarn	4	14	yarn
2939	yaw	3	19	yo
2940	yawl	4	9	yol
2941	yawn	4	14	yon
2942	yea	3	15	yA
2943	yeah	4	9	y@
2944	year	4	20	yEr
2945	yearn	5	9	yurn
2946	yeast	5	11	yEst
2947	yell	4	18	yel
2948	yelp	4	11	yelp
2949	yen	3	21	yen
2950	yes	3	12	yes
2951	yet	3	22	yet
2952	yield	5	10	yEld
2953	yoke	4	13	yOk
2954	yolk	4	10	yOk
2955	yon	3	15	yan
2956	yore	4	20	yOr
2957	york	4	15	yOrk
2958	you	3	10	yU
2959	young	5	8	y^N
2960	your	4	14	yOr
2961	youth	5	10	yUT
2962	zeal	4	15	zEl
2963	zen	3	16	zen
2964	zest	4	17	zest
2965	zinc	4	9	ziNk
2966	zing	4	14	ziN
2967	zip	3	18	zip
2968	zit	3	19	zit
2969	zone	4	16	zOn
2970	zoo	3	12	zU
2971	zounds	6	8	zWnz
